// Gerado por `qualis coletar-eventos`. Edite à mão se precisar:
// linhas iniciadas por // são ignoradas, e a coluna h5 vence.
// h5_fonte=scholar é o dado que o Documento de Área manda usar;
// h5_fonte=sbc-2024 é a coluna da planilha da SBC, que está
// desatualizada e serve só como referência.
// ambiguo=1: o Scholar tem mais de uma entrada para o evento,
// com h5 diferentes; ficamos com o maior. Confira esses casos.
// anos_tradicao fica vazio: não há fonte verificável em massa.
sigla,nome,h5,ce_sbc,anos_tradicao,segue_gt_capes,h5_fonte,h5_sbc,ambiguo,ces,entradas_scholar
Hypertext,ACM Conference on Hypertext and Hypermedia,21,top10,,1,scholar,22,0,CE-WEBMEDIA,ACM Conference on Hypertext and Hypermedia (h5=21)
I/ITSEC,"Interservice/Industry Training, Simulation & Education Conference",,relevante,,1,nenhum,2,0,CE-RV,
i3D,ACM Symposium on Interactive 3D Graphics and Games,,top10,,1,nenhum,,0,CE-GRAPI|CE-IHC|CE-JOGOS|CE-RV,
IAS,Industry Applications Society Annual Meeting,28,relevante,,1,scholar,13,0,CE-SI,IEEE Annual Meeting Industry Applications Society (h5=28)
IAV,IFAC Symposium on Intelligent Autonomous Vehicles,,relevante,,1,nenhum,,0,CE-R,
IBERCHIP,Workshop Iberchip,,relevante,,1,nenhum,2,0,CE-CCI,
IBERSPEECH,IberSPEECH Conference,,relevante,,1,nenhum,1,0,CE-PLN,
ic-ETITE,International Conference on Emerging Trends in Information Technology and Engineering,31,relevante,,1,scholar,21,0,CE-SI,International Conference on Emerging Trends in Information Technology and Engineering (h5=31)
IC3K,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",10,relevante,,1,scholar,10,0,CE-BD|CE-SI,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management (h5=10)"
ICA3PP,International Conference on Algorithms and Architectures for Parallel Processing,13,relevante,,1,scholar,12,0,CE-TF,International Conference on Algorithms and Architectures for Parallel Processing (ICA3PP) (h5=13)
ICALP,"International Colloquium on Automata, Languages, and Programming",29,top10,,1,scholar,33,0,CE-ACO,"International Colloquium on Automata, Languages and Programming (ICALP) (h5=29)"
ICALT,IEEE International Conference on Advanced Learning Technologies,20,top10,,1,scholar,22,0,CE-IE|CE-IHC,IEEE International Conference on Advanced Learning Technologies (h5=20)
ICANN,International Conference on Artificial Neural Networks,28,top20,,1,scholar,32,0,CE-IC,International Conference on Artificial Neural Networks (h5=28)
ICAPS,International Conference on Automated Planning and Scheduling,33,top10,,1,scholar,35,0,CE-IA,International Conference on Automated Planning and Scheduling (ICAPS) (h5=33)
ICAR,International Conference on Advanced Robotics,32,top10,,1,scholar,15,1,CE-R|CE-RV,Advanced Robotics (h5=32) || International Conference on Advanced Robotics (h5=18)
ICARA,"International Conference on Automation, Robotics and Applications",,relevante,,1,nenhum,14,0,CE-R,
ICARCV,"International Conference on Control, Automation, Robotics and Vision",16,relevante,,1,scholar,13,0,CE-R,"International Conference on Control, Automation, Robotics and Vision (h5=16)"
ICARM,International Conference on Advanced Robotics and Mechatronics,14,relevante,,1,scholar,9,0,CE-R,International Conference on Advanced Robotics and Mechatronics (h5=14)
ICAROB,International Conference on Artificial Life and Robotics,18,relevante,,1,scholar,,0,CE-R,Artificial Life and Robotics (h5=18)
ICARSC,IEEE International Conference on Autonomous Robot Systems and Competitions,19,relevante,,1,scholar,15,0,CE-R,IEEE International Conference on Autonomous Robot Systems and Competitions (h5=19)
ICASSP,"International Conference on Acoustics, Speech and Signal Processing",137,top10,,1,scholar,80,0,CE-CM|CE-GRAPI|CE-RV|CE-WEBMEDIA,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP) (h5=137)"
ICB,IAPR International Conference on Biometrics,,top10,,1,nenhum,17,0,CE-GRAPI,
ICBC,IEEE International Conference on Blockchain and Cryptocurrency,32,relevante,,1,scholar,31,0,CE-RESD|CE-SEG|CE-TF,IEEE International Conference on Blockchain and Cryptocurrency (h5=32)
ICBCT,Internacional Conference on Blockchain Technology,,relevante,,1,nenhum,15,0,CE-TF,
ICC,IEEE International Conference on Communications,76,top10,,1,scholar,76,0,CE-ESC|CE-RESD,IEEE International Conference on Communications (h5=76)
ICC Workshops,International Conference on Communications Workshops,34,relevante,,1,scholar,39,1,CE-RESD,IEEE International Conference on Communications Workshops (ICC Workshops) (h5=34) || IEEE International Conference on Communications Workshops (h5=14)
ICCA,IEEE International Conference on Control and Automation,17,relevante,,1,scholar,12,0,CE-R,IEEE International Conference on Control and Automation (h5=17)
ICCABS,International Conference on Computational Advances in Bio and Medical Sciences,,top20,,1,nenhum,6,0,CE-BioComp,
ICCAD,IEEE/ACM International Conference on Computer-Aided Design,46,top10,,1,scholar,41,1,CE-CCI,IEEE/ACM International Conference on Computer-Aided Design (ICCAD) (h5=46) || Computer-Aided Design (h5=37)
ICCAR,"International Conference on Control, Automation and Robotics",19,relevante,,1,scholar,14,1,CE-R,"International Conference on Control, Automation and Robotics (h5=19) || International Conference on Robotics, Control and Automation (h5=6)"
ICCCN,International Conference on Computer Communications and Networks,29,relevante,,1,scholar,26,0,CE-RESD,International Conference on Computer Communications and Networks (h5=29)
ICCD,IEEE International Conference on Computer Design,37,top20,,1,scholar,21,1,CE-CCI|CE-ESC,"Computer-Aided Design (h5=37) || IEEE International Conference on Computer Design, ICCD (h5=23)"
ICCE-EDU,International Conference on Computers in Education,16,relevante,,1,scholar,,1,CE-IE,International Conference on Computers in Education (h5=16) || International Symposium on Computers in Education (h5=8)
ICCHP,International Conference on Computers Helping People with Special Needs,15,relevante,,1,scholar,12,0,CE-IHC,International Conference on Computers Helping People with Special Needs (h5=15)
ICCPS,International Conference on Cyber-Physical Systems,23,top20,,1,scholar,23,0,CE-ESC,IEEE International Conference on Cyber-Physical Systems (h5=23)
ICCS,International Conference on Computational Science,67,relevante,,1,scholar,,1,CE-ACPAD,Nature Computational Science (h5=67) || Computational Materials Science (h5=63) || Journal of Computational Science (h5=46) || Computational Urban Science (h5=22) || International Conference on Computational Science and Computational Intelligence (h5=21) || Computational Management Science (h5=17) || International Conference on Computational Science and Technology (h5=10)
ICCTCC,"International Conference on Computability Theory, Computability and Complexity",,top20,,1,nenhum,,0,GI-L,
ICCV,IEEE International Conference on Computer Vision,262,relevante,,1,scholar,291,1,CE-GRAPI|CE-RV,European Conference on Computer Vision (h5=262) || IEEE/CVF International Conference on Computer Vision (h5=256) || International Journal of Computer Vision (h5=109) || IET Computer Vision (h5=21) || International Workshop on Frontiers of Computer Vision (h5=11) || International Conference on Control and Computer Vision (h5=9) || International Conference on Robotics and Computer Vision (h5=6)
ICCVW,IEEE International Conference on Computer Vision Workshops (ICCVW),63,top10,,1,scholar,80,0,CE-GRAPI|CE-RV,IEEE/CVF International Conference on Computer Vision Workshops (ICCVW) (h5=63)
ICDAR,International Conference on Document Analysis and Recognition,30,relevante,,1,scholar,50,0,CE-GRAPI,International Conference on Document Analysis and Recognition (h5=30)
ICDCN,International Conference on Distributed Computing and Networking,19,top20,,1,scholar,13,0,CE-RESD|CE-TF,International Conference of Distributed Computing and Networking (h5=19)
ICDCS,International Conference on Distributed Computing Systems,41,top10,,1,scholar,47,1,CE-RESD|CE-TF,"International Conference on Distributed Computing Systems, ICDCS (h5=41) || IEEE International Conference on Distributed Computing in Sensor Systems (h5=22)"
ICDCSW,International Conference on Distributed Computing Systems Workshops,,relevante,,1,nenhum,14,0,CE-TF,
ICDE,IEEE International Conference on Data Engineering,82,top10,,1,scholar,69,0,CE-BD,International Conference on Data Engineering (h5=82)
ICDF,IFIP International Conference on Digital Forensics,27,relevante,,1,scholar,10,0,CE-SEG,International Symposium on Digital Forensics and Security (h5=27)
ICDIM,International Conference on Digital Information Management,,relevante,,1,nenhum,32,0,CE-SI,
ICDIP,International Conference on Digital Image Processing,10,relevante,,1,scholar,11,0,CE-GRAPI,International Conference on Digital Image Processing (h5=10)
ICDL-EpiRob,IEEE International Conference on Development and Learning and Epigenetic Robotics,,relevante,,1,nenhum,,0,CE-R,
ICDM,IEEE International Conference on Data Mining (ICDM),49,top10,,1,scholar,50,0,CE-BD|CE-IC,IEEE International Conference on Data Mining (h5=49)
ICDT,International Conference on Database Theory,19,top20,,1,scholar,19,0,CE-BD,International Conference on Database Theory (h5=19)
ICDVRAT,"International Conference on Disability, Virtual Reality & Associated Technologies",,relevante,,1,nenhum,2,0,CE-RV,
ICE-CCN,"International Conference on Emerging Trends in Computing, Communication and Nanotechnology",,relevante,,1,nenhum,,0,CE-CCI,
ICEC,IFIP International Conference on Entertainment Computing,38,top10,,1,scholar,11,1,CE-JOGOS,Entertainment Computing (h5=38) || International Conference on Entertainment Computing (h5=12)
ICECS,"IEEE International Conference on Electronics, Circuits and Systems",17,top10,,1,scholar,18,0,CE-ACPAD|CE-CCI|CE-ESC,"IEEE International Conference on Electronics, Circuits and Systems (h5=17)"
ICEGOV,International Conference on Theory and Practice of Eletronic Governance,,relevante,,1,nenhum,19,0,CE-SI,
ICEIS,International Conference on Enterprise Information Systems,44,top20,,1,scholar,20,1,CE-BD|CE-ES|CE-IHC|CE-SI,Enterprise Information Systems (h5=44) || International Conference on Enterprise Information Systems (ICEIS) (h5=23)
ICEIT,International Conference on Educational and Information Technology,13,relevante,,1,scholar,10,0,CE-IE,International Conference on Educational and Information Technology (h5=13)
ICEMT,International Conference on Education and Multimedia Technology,12,top20,,1,scholar,10,0,CE-IE,International Conference on Education and Multimedia Technology (h5=12)
ICER,ACM Conference on International Computing Education Research,29,top10,,1,scholar,32,1,CE-EDUCOMP|CE-IE|CE-RV,International Computing Education Research Conference (ICER) (h5=29) || Koli Calling International Conference on Computing Education Research (h5=16)
ICET,International Conference on Education and Technology,23,top20,,1,scholar,22,0,CE-IE,International Conference on Education and Technology (h5=23)
ICETC,International Conference on Education Technology and Computer,2,top20,,1,scholar,11,0,CE-IE,International Conference on Intelligent Education and Computer Technology (h5=2)
ICFEM,International Conference on Formal Engineering Methods,15,top10,,1,scholar,13,0,CE-MF,Software Engineering and Formal Methods (h5=15)
ICFP,International Conference on Functional Programming,13,top10,,1,scholar,27,0,CE-LP|GI-L,Journal of Functional Programming (h5=13)
ICGSE,IEEE International Conference on Global Software Engineering,,relevante,,1,nenhum,12,0,CE-ES,
ICGT,International Conference on Graph Transformations,,top20,,1,nenhum,,0,CE-ACO|CE-MF,
ICHI,IEEE International Conference on Healthcare Informatics,19,top10,,1,scholar,20,0,CE-CAS,IEEE International Conference on Healthcare Informatics (h5=19)
ICIAP,International Conference on Image Analysis and Processing,17,top20,,1,scholar,19,0,CE-GRAPI,International Conference on Image Analysis and Processing (ICIAP) (h5=17)
ICICS,International Conference on Information and Communications Security,14,relevante,,1,scholar,16,0,CE-SEG,International Conference on Information and Communications Security (h5=14)
ICIDS,International Conference on Interactive Digital Storytelling,16,top10,,1,scholar,14,0,CE-JOGOS,International Conference on Interactive Digital Storytelling (h5=16)
ICIET,International Conference on Information and Education Technology,15,top20,,1,scholar,15,0,CE-IE,International Conference on Information and Education Technology (h5=15) || International Conference on Information Technology and Education (h5=15)
ICIIECS,"International Conference on Innovations in Information, Embedded and Communication Systems",,relevante,,1,nenhum,21,0,CE-ESC,
ICIIS,IEEE International Conference on Industrial and Information Systems,18,relevante,,1,scholar,17,0,CE-SI,IEEE International Conference on Industrial and Information Systems (h5=18)
ICINCO,"International Conference on Informatics in Control, Automation and Robotics",12,relevante,,1,scholar,14,0,CE-R,"International Conference on Informatics in Control, Automation and Robotics (h5=12)"
ICIP,IEEE International Conference on Image Processing,165,relevante,,1,scholar,66,1,CE-GRAPI|CE-RV,IEEE Transactions on Image Processing (h5=165) || IEEE International Conference on Image Processing (ICIP) (h5=55) || IET Image Processing (h5=52) || International Conference on Signal and Image Processing (h5=17) || International Conference on Image Information Processing (h5=16) || International Conference on Digital Image Processing (h5=10) || International Conference on Graphics and Image Processing (h5=9) || International Conference on Image and Graphics Processing (h5=8) || International Conference on Multimedia and Image Processing (h5=8)
ICIRA,International Conference on Intelligent Robotics and Applications,13,relevante,,1,scholar,14,0,CE-R,International Conference on Intelligent Robotics and Applications (h5=13)
ICIS,International Conference on Information Systems,52,top10,,1,scholar,39,1,CE-BD|CE-ES|CE-SI,Information Systems (h5=52) || International Conference on Information Systems (ICIS) (h5=35)
ICISC,International Conference on Information Security and Cryptology,12,relevante,,1,scholar,11,0,CE-SEG,International Conference on Information Security and Cryptology (h5=12)
ICISO,IFIP International Conference on Informatics and Semiotics in Organisations,,relevante,,1,nenhum,0,0,CE-IHC,
ICISS,International Conference on Information Systems Security,7,relevante,,1,scholar,4,0,CE-SEG,International Conference on Information Systems Security (h5=7)
ICIT,International Conference on Information Technology,32,relevante,,1,scholar,23,0,CE-SI,International Conference on Information Technology (h5=32)
ICITE,International Conference on Information Technology and Education,15,top20,,1,scholar,13,0,CE-IE,International Conference on Information and Education Technology (h5=15) || International Conference on Information Technology and Education (h5=15)
ICITS,International Conference on Information Technology & Systems,13,relevante,,1,scholar,16,0,CE-SI,International Conference on Information Technology & Systems (h5=13)
ICLP,International Conference on Logic Programming,9,top10,,1,scholar,9,0,GI-L,International Conference on Logic Programming (h5=9)
ICLR,International Conference on Learning Representations,362,relevante,,1,scholar,304,0,CE-GRAPI|CE-IA|CE-IC,International Conference on Learning Representations (h5=362)
ICM,International Conference on Microelectronics,16,relevante,,1,scholar,16,1,CE-CCI,International Conference on Microelectronics (h5=16) || Microelectronics International (h5=8)
ICMA,IEEE International Conference on Mechatronics and Automation,16,relevante,,1,scholar,17,0,CE-R,IEEE International Conference on Mechatronics and Automation (h5=16)
ICMC,International Computer Music Conference,,top10,,1,nenhum,15,0,CE-CM,
ICMCR,"International Conference on Mechatronics, Control and Robotics",,relevante,,1,nenhum,,0,CE-R,
ICME,International Conference on Multimedia and Expo,50,top10,,1,scholar,46,0,CE-GRAPI|CE-RV|CE-WEBMEDIA,IEEE International Conference on Multimedia and Expo (h5=50)
ICMEW,IEEE International Conference on Multimedia and Expo Workshops,24,relevante,,1,scholar,22,0,CE-RV|CE-WEBMEDIA,IEEE International Conference on Multimedia and Expo Workshops (ICMEW) (h5=24)
ICMI,ACM International Conference on Multimodal Interfaces,34,top20,,1,scholar,31,1,CE-IHC|CE-RV,International Conference on Multimodal Interfaces (ICMI) (h5=34) || Journal on Multimodal User Interfaces (h5=26)
